loc_rowid,sy_snum,sy_pnum,sy_mnum,cb_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_metratio,st_lum,st_logg,st_age,st_rotp,glat,glon,sy_pmdec,sy_dist,sy_plx
2443,1,2,0,0,32.65721200,0.206500,2.950,9.01000,1.930000,0.000000,42.15,767,0,,6152.00,1.19,1.12,[Fe/H],0.131,4.34,3.020,,8.46248,75.58833,-0.9410310,860.3700000,1.1339400
2444,1,2,0,0,12.20575130,0.101600,3.200,10.30000,1.730000,0.000000,39.91,895,0,,5355.00,0.84,0.88,[Fe/H],-0.405,4.54,4.470,,8.92018,77.72618,12.5029000,413.8730000,2.3874500
2445,1,2,0,0,6.65138020,0.067800,2.660,7.56000,2.210000,0.000000,89.63,1095,0,,5355.00,0.84,0.88,[Fe/H],-0.405,4.54,4.470,,8.92018,77.72618,12.5029000,413.8730000,2.3874500
2446,1,1,0,0,5.34264507,0.053100,2.300,5.90000,2.660000,0.000000,137.75,799,0,,5508.00,0.88,0.92,[Fe/H],-0.472,4.52,3.890,,7.48190,79.86512,1.4391000,341.7740000,2.8972000
2447,1,1,0,0,21.09077580,0.142000,1.880,4.19000,3.470000,0.000000,31.86,606,0,,5499.00,0.86,0.89,[Fe/H],-0.215,4.53,4.270,,18.17315,78.25959,-17.6258000,629.2700000,0.7876461
2448,1,1,0,0,16.17795610,0.128500,1.780,3.82000,3.720000,0.000000,138.54,754,0,,5812.00,1.02,1.02,[Fe/H],0.336,4.43,4.170,,11.06907,82.06020,0.6700600,1202.4700000,0.8031450
2449,1,1,0,0,4.48558383,0.029500,1.230,2.04000,6.020000,0.000000,4.20,365,0,,3299.00,0.26,0.24,[Fe/H],-1.780,5.01,4.680,,14.91811,73.86962,10.2994000,127.5910000,7.8088500
2450,2,1,0,1,1107.59230000,2.720500,11.874,483.00000,1.590000,0.058100,,,0,,6210.00,1.79,1.22,[Fe/H],0.644,4.02,4.400,11.23,6.83604,75.45396,-7.2446500,1212.4500000,0.7961760
2451,1,2,0,0,8.68909900,0.051400,1.017,1.03000,5.380000,0.000000,2.21,307,0,,3240.00,0.23,0.20,[M/H],-2.287,5.00,,,11.12886,74.45609,-99.2319000,92.1913000,10.8187000
2452,1,2,0,0,19.53527000,0.064900,1.060,1.20000,5.540000,0.000000,0.75,234,0,,3240.00,0.23,0.20,[M/H],-2.287,5.00,,,11.12886,74.45609,-99.2319000,92.1913000,10.8187000
2453,1,2,0,0,8.18084800,0.072000,2.320,5.99000,2.640000,0.000000,59.80,716,0,,5211.00,0.77,0.79,[Fe/H],-0.472,4.54,10.500,,21.12868,76.92011,-15.4658000,560.8850000,1.7541800
2454,1,2,0,0,15.31299000,0.110000,2.230,5.60000,2.770000,0.000000,25.93,581,0,,5211.00,0.77,0.79,[Fe/H],-0.472,4.54,10.500,,21.12868,76.92011,-15.4658000,560.8850000,1.7541800
2455,1,1,0,0,1.53818001,0.016700,0.960,0.84000,5.220000,0.010000,54.56,602,0,,3410.00,0.33,0.33,[Fe/H],-1.871,4.86,13.900,,8.21030,77.22891,-51.2618000,134.3970000,7.4120300
2456,2,1,0,0,9.87863917,0.069200,1.840,4.04000,3.560000,0.130000,5.65,393,0,,3713.00,0.50,0.52,[Fe/H],-1.368,4.84,,,19.45131,78.16880,-48.6738000,66.4074000,15.0296000
2457,1,1,0,0,38.09722000,0.165400,1.600,3.19000,4.280000,0.000000,0.81,268,0,,3638.00,0.38,0.40,[Fe/H],-1.638,4.88,3.200,31.18,13.56510,82.45902,-2.4850200,252.0000000,
2458,1,1,0,0,140.25240000,0.470600,2.170,5.35000,2.880000,0.000000,0.98,284,0,,4807.00,0.69,0.72,[Fe/H],-0.636,4.62,7.700,,8.24842,75.35176,5.1000000,755.0000000,
2459,1,1,0,0,1047.83560000,2.026000,9.180,158.91500,1.200000,0.260000,0.30,206,0,G5 V,5597.00,1.18,1.01,[Fe/H],0.090,4.30,5.000,,19.06885,73.86663,-0.7462490,568.1170000,1.7313100
2460,1,1,0,0,11.87287870,0.103000,2.213,5.00000,2.500000,0.000000,155.00,863,0,G0 V,6148.00,1.03,1.03,[Fe/H],0.143,4.36,2.560,13.60,14.01685,70.10576,33.7441000,213.2600000,4.6602800
2461,1,1,0,0,31.57865900,0.197000,5.020,48.60000,2.130000,0.836000,24.94,651,0,,5731.00,1.10,1.03,[Fe/H],0.021,4.37,6.310,,15.86374,70.07924,17.5197000,185.8750000,5.3511500
2462,1,1,0,0,3.84937278,0.054400,11.994,1868.84040,6.360000,0.062800,4055.29,2034,0,,6216.00,2.89,1.45,[m/H],1.206,3.67,2.010,,8.55004,72.51658,-5.3762600,788.2380000,1.2405900
2463,1,3,0,0,7.65025400,0.072000,2.270,5.77000,2.710000,0.000000,77.54,772,0,,5413.00,0.74,0.88,[Fe/H],-0.385,4.62,0.800,,13.81924,81.14899,-2.7479300,603.5300000,1.6282500
2464,1,3,0,0,34.26028100,0.195000,2.380,6.26000,2.550000,0.000000,10.51,468,1,,5413.00,0.74,0.88,[Fe/H],-0.385,4.62,0.800,,13.81924,81.14899,-2.7479300,603.5300000,1.6282500
2465,1,3,0,0,1.55400393,0.024600,1.730,3.64000,3.860000,0.000000,651.41,1313,0,,5350.00,0.83,0.88,[Fe/H],-0.385,4.55,4.470,,13.81924,81.14899,-2.7479300,603.5300000,1.6282500
2466,2,1,0,1,175.06000000,0.633000,3.870,17.00000,1.600000,0.057000,0.88,243,0,K,5100.00,0.76,0.84,[M/H],-0.513,4.66,2.000,24.44,16.15714,72.26462,-26.4200000,410.6070000,2.4066000
2467,1,1,0,0,17.60460000,0.107200,3.304,10.90000,1.660000,0.000000,4.07,362,0,,3844.00,0.63,0.61,[Fe/H],-1.109,4.63,0.000,,15.44414,80.31086,40.2528000,337.9260000,2.9307000
2468,1,1,0,0,14.38680000,0.113700,3.033,9.45000,1.860000,0.000000,85.46,776,0,,5735.81,1.07,0.94,[M/H],0.050,4.35,8.200,,17.76123,79.80597,-2.3095900,626.6910000,
2469,1,1,0,0,11.95480000,0.100600,2.839,8.44000,2.030000,0.000000,159.04,906,0,,5049.84,0.78,0.84,[M/H],-0.450,4.58,13.900,,12.20124,73.02343,-31.9351000,335.5150000,2.9516000
2470,1,2,0,0,25.84760000,0.176100,2.883,8.66000,1.990000,0.000000,48.23,672,0,,6293.00,1.15,1.23,[Fe/H],0.268,4.41,0.410,,9.74522,80.30239,-2.4337500,1379.3700000,0.6971480
2471,1,2,0,0,40.71570000,0.238300,3.236,10.50000,1.700000,0.000000,26.34,578,0,,6293.00,1.15,1.23,[Fe/H],0.268,4.41,0.410,,9.74522,80.30239,-2.4337500,1379.3700000,0.6971480
2472,1,1,0,0,83.57810000,0.425600,2.984,9.19000,1.900000,0.000000,17.31,655,0,,5941.54,1.09,1.09,[M/H],0.123,4.40,4.700,,19.41312,77.84988,22.0018000,626.8190000,1.5665400
2473,1,1,0,0,15.43400000,0.124000,4.348,17.40000,1.160000,0.000000,63.79,721,0,,5542.00,1.02,0.98,[Fe/H],-0.056,4.41,,,10.02549,79.94767,-3.0424200,1335.6400000,0.7213990
2474,1,1,0,0,9.51216000,0.074500,2.780,8.15000,2.080000,0.000000,18.66,530,0,,4303.00,0.71,0.67,[Fe/H],-0.803,4.56,13.900,,6.90783,74.47230,5.2875400,543.4440000,1.8123200
2475,2,4,0,0,4.39316320,0.048300,1.615,3.24000,4.230000,0.000000,115.80,914,0,K4,4890.00,0.73,0.77,[Fe/H],-0.570,4.61,3.300,,9.44486,71.35329,36.3934000,341.9080000,2.8959300
2476,2,4,0,0,7.40611400,0.068400,1.548,3.01000,4.460000,0.000000,57.70,768,0,K4,4890.00,0.73,0.77,[Fe/H],-0.570,4.61,3.300,,9.44486,71.35329,36.3934000,341.9080000,2.8959300
2477,2,4,0,0,21.80385500,0.140500,1.194,1.83000,5.910000,0.120000,13.68,536,0,K4,4890.00,0.73,0.77,[Fe/H],-0.570,4.61,3.300,,9.44486,71.35329,36.3934000,341.9080000,2.8959300
2478,2,4,0,0,1071.23228000,1.890000,10.150,73.40000,0.386000,0.062000,0.07,131,0,K4,4890.00,0.73,0.77,[Fe/H],-0.570,4.61,3.300,,9.44486,71.35329,36.3934000,341.9080000,2.8959300
2479,1,1,0,0,20.49980000,0.152800,3.356,11.20000,1.630000,0.000000,67.67,731,0,,5838.00,1.52,1.05,[Fe/H],0.383,4.10,0.300,,13.13633,74.93061,-12.5826000,2065.9800000,0.4548750
2480,1,1,0,0,4.16787000,0.049100,1.326,2.32000,5.470000,0.000000,202.48,962,0,,5135.55,0.93,0.87,[M/H],-0.266,4.44,13.400,,10.57479,72.02506,-20.8512000,357.0590000,2.7718300
2481,1,1,0,0,150.87800000,0.572600,2.970,9.11000,1.910000,0.000000,7.56,423,0,,6131.95,1.09,1.16,[M/H],0.179,4.43,4.190,,6.78475,75.04428,-16.7574000,391.1810000,2.5279600
2482,1,1,0,0,33.78880000,0.212700,2.936,8.93000,1.940000,0.000000,33.01,611,0,,6014.95,1.13,1.11,[M/H],0.179,4.38,0.300,,18.29475,78.98169,3.3932600,727.1870000,1.3462900
2483,1,1,0,0,62.56110000,0.301700,3.206,10.40000,1.730000,0.000000,7.13,417,0,,5473.91,0.88,0.96,[M/H],-0.206,4.53,0.500,,11.21376,78.38828,-5.8060800,1012.4800000,0.9596260
2484,1,1,0,0,63.03820000,0.307600,3.125,9.93000,1.790000,0.000000,11.10,465,0,,5853.19,1.13,1.06,[M/H],0.129,4.36,1.900,,16.75440,70.97329,3.1354700,651.1170000,1.5069800
2485,1,1,0,0,29.92210000,0.195400,3.377,11.30000,1.610000,0.000000,33.45,782,0,,5878.30,1.06,1.07,[M/H],0.084,4.47,0.300,,15.36974,74.40648,-3.1383500,,
2486,1,1,0,0,22.06400000,0.162400,2.702,7.76000,2.160000,0.000000,60.81,712,0,,6013.72,1.25,1.11,[M/H],0.265,4.29,0.300,,9.78928,81.14917,3.9885000,735.3690000,1.3311400
2487,1,1,0,0,147.97400000,0.530200,3.304,10.90000,1.660000,0.000000,2.78,329,0,,5754.00,0.83,1.03,[Fe/H],-0.162,4.61,0.300,,9.51620,71.37765,-16.4323000,847.3390000,1.1521500
2488,1,1,0,0,9.75376000,0.089200,2.069,4.93000,3.060000,0.000000,103.30,813,0,,5501.00,0.87,0.96,[Fe/H],-0.201,4.54,0.400,,14.05749,82.79837,3.9225100,909.2800000,1.0722400
2489,1,2,0,0,4.42539100,0.056000,1.460,2.73000,4.820000,0.000000,725.06,1240,0,,6282.00,1.11,1.11,[Fe/H],0.361,4.42,2.290,,8.72341,73.42971,-9.8085300,1343.6000000,0.7163330
2490,1,2,0,0,13.19324200,0.116000,2.690,7.70000,2.170000,0.000000,169.00,862,0,,6282.00,1.11,1.11,[Fe/H],0.361,4.42,2.290,,8.72341,73.42971,-9.8085300,1343.6000000,0.7163330
2491,1,1,0,0,8.77424000,0.078400,1.360,2.42000,5.290000,0.000000,83.63,771,0,,5021.00,0.72,0.83,[Fe/H],-0.524,4.64,13.800,,7.18752,74.41131,7.7627000,310.3150000,3.1936800
2492,1,1,0,0,69.89560000,0.320000,2.553,7.05000,2.330000,0.000000,5.33,442,0,,5756.40,0.76,0.89,[M/H],-0.293,4.54,3.300,,10.55535,79.97224,10.1067000,758.3000000,1.5331472
2493,1,1,0,0,14.83340000,0.113400,2.889,8.70000,1.980000,0.000000,54.74,694,0,,5619.12,0.84,0.99,[M/H],-0.196,4.58,5.700,,9.09849,72.93853,-6.4549300,1159.8500000,0.8349840
2494,1,1,0,0,15.03370000,0.118200,1.875,4.17000,3.480000,0.000000,47.32,669,0,,5429.00,0.90,0.95,[Fe/H],-0.198,4.51,13.600,,8.46112,78.73432,1.8425900,733.1430000,1.3357500
2495,1,1,0,0,47.70550000,0.225300,2.871,8.60000,2.000000,0.000000,3.42,347,0,,4706.54,0.67,0.75,[M/H],-0.707,4.67,,,12.17404,79.03919,-1.4823500,621.9960000,1.5796600
2496,1,1,0,0,20.49050000,0.148500,2.577,7.16000,2.300000,0.000000,36.01,625,0,,5484.00,0.84,0.96,[Fe/H],-0.245,4.58,,,9.70889,77.62455,-7.8953900,1141.8900000,0.8482960
2497,1,1,0,0,9.30987000,0.086600,1.426,2.62000,4.970000,0.000000,164.38,913,0,,5714.96,1.20,1.02,[M/H],0.141,4.29,0.400,,11.81785,74.34305,6.7319900,729.8230000,1.3413900
2498,1,1,0,0,5.77954000,0.053200,1.656,3.38000,4.090000,0.000000,30.22,598,0,,4132.00,0.73,0.65,[Fe/H],-0.859,4.53,13.800,,16.61049,82.01382,2.7641700,417.0140000,2.3695800
2499,1,1,0,0,5.62012000,0.057700,1.262,2.13000,5.830000,0.000000,84.01,772,0,,4632.11,0.75,0.81,[M/H],-0.636,4.60,14.000,,12.88540,72.98548,3.0568800,567.4468709,1.7622795
2500,1,1,0,0,8.48300000,0.079800,0.947,0.79900,5.170000,0.000000,141.04,879,0,,5731.43,1.00,1.02,[M/H],-0.016,4.45,2.500,,10.34205,71.24425,0.3012020,294.1220000,3.3711600
2501,1,5,0,0,3.25061900,0.040000,1.130,1.51000,5.750000,0.000000,195.22,962,0,,4997.00,0.76,0.84,[Fe/H],-0.496,4.58,13.800,,15.17842,71.50909,10.6388000,406.5290000,2.4310500
2502,1,5,0,0,6.19546900,0.062000,1.210,1.92000,5.960000,0.000000,82.85,776,0,,4997.00,0.76,0.84,[Fe/H],-0.496,4.58,13.800,,15.17842,71.50909,10.6388000,406.5290000,2.4310500
2503,1,5,0,0,8.34812500,0.075000,1.250,2.10000,5.910000,0.000000,55.53,702,0,,4997.00,0.76,0.84,[Fe/H],-0.496,4.58,13.800,,15.17842,71.50909,10.6388000,406.5290000,2.4310500
2504,1,5,0,0,13.76710200,0.105000,2.200,5.48000,2.830000,0.000000,28.55,595,0,,4997.00,0.76,0.84,[Fe/H],-0.496,4.58,13.800,,15.17842,71.50909,10.6388000,406.5290000,2.4310500
2505,1,5,0,0,87.09019500,0.359000,2.580,7.18000,2.300000,0.000000,2.44,321,0,,4997.00,0.76,0.84,[Fe/H],-0.496,4.58,13.800,,15.17842,71.50909,10.6388000,406.5290000,2.4310500
2506,1,1,0,0,234.63600000,0.709700,2.811,8.30000,2.050000,0.000000,1.20,267,0,,5404.00,0.86,0.94,[Fe/H],-0.243,4.54,8.500,,14.07622,73.08366,-3.4537700,703.7890000,1.3921800
2507,1,1,0,0,3.84820000,0.049500,1.835,4.02000,3.580000,0.000000,641.53,1283,0,,6000.00,1.13,1.11,[Fe/H],0.175,4.38,0.610,,15.04164,71.68460,-8.9319700,1267.6700000,0.7601080
2508,1,1,0,0,5.95966000,0.064600,1.112,1.42000,5.680000,0.000000,153.48,897,0,,5146.00,0.87,0.87,[Fe/H],-0.324,4.50,6.100,,16.90563,77.67308,-12.7244000,591.0190000,1.6632800
2509,1,1,0,0,12.09990000,0.101100,1.289,2.21000,5.670000,0.000000,100.37,807,0,,5432.34,0.88,0.95,[M/H],-0.218,4.53,0.800,,15.30878,79.65090,-3.1682500,760.0650000,1.2871300
2510,1,1,0,0,3.89526000,0.044900,1.180,1.76000,5.890000,0.000000,197.66,956,0,,4954.00,0.76,0.82,[Fe/H],-0.508,4.59,0.700,,9.53827,73.46926,20.2986000,513.3290000,1.9193700
2511,1,1,0,0,4.73290000,0.052900,1.119,1.46000,5.720000,0.000000,198.57,957,0,,5473.19,0.99,0.96,[M/H],-0.104,4.43,0.500,,12.45831,79.01123,16.1993000,791.1750000,1.2353200
2512,1,1,0,0,65.94090000,0.324400,2.810,8.29000,2.050000,0.000000,10.04,454,0,,5712.00,1.20,1.02,[Fe/H],0.139,4.29,,,9.19024,75.70300,1.8625500,1506.3600000,0.6364000
2513,1,1,0,0,33.49690000,0.200800,1.260,2.12000,5.830000,0.000000,37.30,630,0,,4681.53,0.77,0.75,[M/H],-0.588,4.54,,,15.04776,74.44132,-19.4631000,247.7710000,4.0070500
2514,1,1,0,0,1.21070000,0.020300,1.073,1.25000,5.560000,0.000000,784.51,1351,0,,4975.03,0.74,0.82,[M/H],-0.518,4.61,,,9.38916,72.42374,-13.3894000,222.3450000,4.4687600
2515,1,1,0,0,3.49082000,0.041800,1.567,3.08000,4.400000,0.000000,245.65,1010,0,,5575.53,0.72,0.81,[M/H],-0.339,4.62,,,14.44265,80.88667,-6.9370200,818.7590000,
2516,1,1,0,0,1.48571080,0.025910,14.680,778.65000,1.350000,0.011000,1481.77,1570,1,G2 V,5781.00,1.01,1.04,[M/H],0.012,4.45,1.800,12.01,10.24166,81.82493,-6.3650700,720.7530000,1.3588600
2517,1,2,0,0,7.93059200,0.080000,3.200,82.60000,13.900000,0.000000,136.52,899,0,,5679.00,1.03,1.09,[Fe/H],-0.055,4.45,1.800,,16.47671,71.75047,12.0763000,738.6570000,1.3251400
2518,1,2,0,0,16.66586300,0.131000,2.860,8.55000,2.010000,0.000000,50.68,702,0,,5679.00,1.03,1.09,[Fe/H],-0.055,4.45,1.800,,16.47671,71.75047,12.0763000,738.6570000,1.3251400
2519,1,1,0,0,234.23900000,0.757600,2.901,8.76000,1.970000,0.000000,2.77,329,0,,6031.00,1.09,1.12,[Fe/H],0.154,4.41,,,16.24851,76.03716,-12.6234000,717.5970000,1.3647600
2520,1,1,0,0,169.13400000,0.560800,2.222,5.57000,2.790000,0.000000,1.31,273,0,,5146.00,0.84,0.87,[M/H],-0.351,4.53,,,15.13726,72.61899,-10.5659000,584.1420000,1.6832100
2521,1,1,0,0,18.50120000,0.127500,1.602,3.20000,4.280000,0.000000,22.40,555,0,,5093.00,0.73,0.85,[Fe/H],-0.496,4.65,,,17.25401,74.73093,-10.0749000,857.1400000,1.1386600
2522,1,1,0,0,988.88113000,2.026000,11.938,1318.98789,4.060000,0.921000,0.34,254,0,,5745.00,1.70,1.13,[Fe/H],0.452,4.03,7.400,,15.90743,82.73316,-8.2358100,835.4550000,1.1680900
2523,1,3,0,0,4.16697200,0.050000,2.340,6.08000,2.610000,0.000000,304.18,1053,0,,5642.00,0.84,0.91,[M/H],-0.079,4.57,3.470,,8.28120,75.89964,9.9797100,863.8550000,1.1294000
2524,1,3,0,0,11.46346200,0.098000,2.560,7.08000,2.320000,0.000000,78.91,752,0,,5642.00,0.84,0.91,[M/H],-0.079,4.57,3.470,,8.28120,75.89964,9.9797100,863.8550000,1.1294000
2525,1,3,0,0,39.59551900,0.223000,1.890,4.23000,3.440000,0.000000,15.10,497,1,,5642.00,0.84,0.91,[M/H],-0.079,4.57,3.470,,8.28120,75.89964,9.9797100,863.8550000,1.1294000
2526,1,4,0,0,2.94030900,0.040000,2.350,6.12000,2.590000,0.000000,639.48,1256,0,,5526.00,1.08,1.00,[Fe/H],-0.032,4.38,6.460,,17.34751,71.60688,4.4938000,828.5920000,1.1784600
2527,1,4,0,0,6.38899600,0.068000,2.860,8.55000,2.010000,0.000000,227.22,970,0,,5526.00,1.08,1.00,[Fe/H],-0.032,4.38,6.460,,17.34751,71.60688,4.4938000,828.5920000,1.1784600
2528,1,4,0,0,14.62711900,0.118000,2.250,5.69000,2.740000,0.000000,75.29,736,0,,5526.00,1.08,1.00,[Fe/H],-0.032,4.38,6.460,,17.34751,71.60688,4.4938000,828.5920000,1.1784600
2529,1,4,0,0,35.11873600,0.211000,2.760,8.05000,2.100000,0.000000,23.43,550,0,,5526.00,1.08,1.00,[Fe/H],-0.032,4.38,6.460,,17.34751,71.60688,4.4938000,828.5920000,1.1784600
2530,1,2,0,0,4.26374200,0.048000,1.290,2.21000,5.660000,0.000000,599.50,1179,0,,6031.00,0.95,0.79,[M/H],0.074,4.40,3.300,,9.73401,75.24790,-8.0700600,833.1650000,1.1718000
2531,1,2,0,0,8.00577700,0.074000,2.430,6.48000,2.480000,0.000000,258.42,956,0,,6031.00,0.95,0.79,[M/H],0.074,4.40,3.300,,9.73401,75.24790,-8.0700600,833.1650000,1.1718000
2532,1,3,0,0,13.98179000,0.100000,1.960,4.50000,3.280000,0.000000,24.42,553,0,,4880.00,0.62,0.60,[M/H],-0.570,4.68,4.900,,15.33905,74.71852,-18.0864000,384.7570000,2.5702400
2533,1,3,0,0,44.00052900,0.214000,1.490,2.83000,4.700000,0.000000,5.30,377,0,,4880.00,0.62,0.60,[M/H],-0.570,4.68,4.900,,15.33905,74.71852,-18.0864000,384.7570000,2.5702400
2534,1,3,0,0,247.35373000,0.677000,2.190,5.43000,2.840000,0.000000,0.53,212,0,,4880.00,0.62,0.60,[M/H],-0.570,4.68,4.900,,15.33905,74.71852,-18.0864000,384.7570000,2.5702400
2535,1,2,0,0,11.90351500,0.105000,2.560,7.08000,2.320000,0.000000,129.64,827,0,,6064.00,1.01,1.12,[Fe/H],0.194,4.47,3.390,,13.96113,75.39446,-13.9639000,1312.3400000,0.7334670
2536,1,2,0,0,34.03525700,0.213000,3.100,9.80000,1.810000,0.000000,31.95,583,0,,6064.00,1.01,1.12,[Fe/H],0.194,4.47,3.390,,13.96113,75.39446,-13.9639000,1312.3400000,0.7334670
2537,1,4,0,0,5.43307400,0.058000,1.430,2.63000,4.940000,0.000000,123.80,841,0,,5232.00,0.89,0.79,[Fe/H],-0.404,4.47,13.700,,10.63645,77.02616,-13.0416000,527.3210000,1.8677700
2538,1,4,0,0,12.75971200,0.102000,2.600,23.00000,7.190000,0.000000,39.63,633,1,,5232.00,0.89,0.79,[Fe/H],-0.404,4.47,13.700,,10.63645,77.02616,-13.0416000,527.3210000,1.8677700
2539,1,4,0,0,25.75197400,0.163000,2.510,15.20000,5.280000,0.000000,15.54,501,1,,5232.00,0.89,0.79,[Fe/H],-0.404,4.47,13.700,,10.63645,77.02616,-13.0416000,527.3210000,1.8677700
2540,1,4,0,0,51.16579000,0.249400,1.450,2.70000,4.870000,0.000000,6.22,398,0,,5295.00,0.83,0.87,[Fe/H],-0.404,4.55,4.680,,10.63645,77.02616,-13.0416000,527.3210000,1.8677700
2541,1,2,0,0,36.86010000,0.218400,3.500,5.84000,0.750000,0.000000,30.40,549,1,,5732.00,1.32,0.92,[Fe/H],0.240,4.10,1.800,,16.72431,75.49689,-1.0422600,1435.4400000,0.6678130
2542,1,2,0,0,49.40926000,0.265500,8.730,14.70000,0.121000,0.000000,25.40,497,1,,5732.00,1.32,0.92,[Fe/H],0.240,4.10,1.800,,16.72431,75.49689,-1.0422600,1435.4400000,0.6678130
2543,1,3,0,0,9.57669400,0.085000,2.900,8.75000,1.970000,0.000000,84.57,846,0,,5676.00,1.07,0.94,[Fe/H],-0.208,4.33,11.300,,16.73486,77.56786,-19.8830000,716.0250000,1.3679200
2544,1,3,0,0,20.55280200,0.142000,2.880,8.65000,1.990000,0.000000,30.55,656,0,,5676.00,1.07,0.94,[Fe/H],-0.208,4.33,11.300,,16.73486,77.56786,-19.8830000,716.0250000,1.3679200
2545,1,3,0,0,96.67898800,0.397000,3.950,14.80000,1.320000,0.000000,3.87,392,1,,5676.00,1.07,0.94,[Fe/H],-0.208,4.33,11.300,,16.73486,77.56786,-19.8830000,716.0250000,1.3679200
2546,1,2,0,0,2.73592600,0.036000,1.640,3.33000,4.150000,0.000000,360.26,1075,0,,5302.00,0.76,0.84,[M/H],-0.278,4.61,0.600,,10.05858,81.86816,-19.0456000,605.6800000,1.6223400
2547,1,2,0,0,6.40013000,0.064000,2.000,4.66000,3.200000,0.000000,115.98,810,0,,5302.00,0.76,0.84,[M/H],-0.278,4.61,0.600,,10.05858,81.86816,-19.0456000,605.6800000,1.6223400
2548,1,3,0,0,3.50472500,0.044700,2.000,6.90000,4.900000,0.000000,355.74,1165,1,,5345.00,1.11,0.97,[Fe/H],-0.031,4.31,10.000,,8.92007,79.00740,-20.3134000,433.0470000,2.2804300
2549,1,3,0,0,7.64159000,0.075200,5.490,17.30000,0.590000,0.000000,126.08,899,1,,5345.00,1.11,0.97,[Fe/H],-0.031,4.31,10.000,,8.92007,79.00740,-20.3134000,433.0470000,2.2804300
2550,1,3,0,0,14.85888000,0.117200,6.980,16.40000,0.270000,0.000000,51.92,720,1,,5345.00,1.11,0.97,[Fe/H],-0.031,4.31,10.000,,8.92007,79.00740,-20.3134000,433.0470000,2.2804300
2551,1,2,0,0,13.81712400,0.109000,1.500,2.86000,4.660000,0.000000,72.12,781,0,,5731.00,1.06,0.95,[Fe/H],-0.132,4.34,9.700,,12.80745,82.68811,-11.4671000,695.6500000,1.4087900
2552,1,2,0,0,41.88577500,0.229000,3.010,9.32000,1.880000,0.000000,16.42,540,0,,5731.00,1.06,0.95,[Fe/H],-0.132,4.34,9.700,,12.80745,82.68811,-11.4671000,695.6500000,1.4087900
2553,1,2,0,0,3.13787300,0.040000,1.270,2.15000,5.770000,0.000000,255.58,1041,0,,5333.00,0.75,0.85,[M/H],-0.379,4.62,0.500,,12.62270,83.15616,-10.0659000,609.2830000,1.6126700
2554,1,2,0,0,4.30214900,0.049000,1.990,4.62000,3.220000,0.000000,168.19,937,0,,5333.00,0.75,0.85,[M/H],-0.379,4.62,0.500,,12.62270,83.15616,-10.0659000,609.2830000,1.6126700
2555,1,2,0,0,9.82579200,0.096000,2.580,7.18000,2.300000,0.000000,239.79,935,0,,6250.00,1.15,1.16,[M/H],0.344,4.40,3.090,,16.48159,81.84308,-7.2184100,1549.0900000,0.6166010
2556,1,2,0,0,20.68434200,0.157000,3.430,11.60000,1.580000,0.000000,88.85,729,0,,6250.00,1.15,1.16,[M/H],0.344,4.40,3.090,,16.48159,81.84308,-7.2184100,1549.0900000,0.6166010
2557,1,2,0,0,5.68794500,0.064000,2.060,4.90000,3.080000,0.000000,281.85,1088,0,,5888.00,0.96,0.94,[M/H],0.026,4.50,4.270,,9.28857,72.54342,8.7278800,1050.6400000,0.9237020
2558,1,2,0,0,11.63707100,0.103000,2.270,35.70000,16.800000,0.000000,108.72,857,0,,5888.00,0.96,0.94,[M/H],0.026,4.50,4.270,,9.28857,72.54342,8.7278800,1050.6400000,0.9237020
2559,1,3,0,0,10.68757600,0.092000,2.360,6.17000,2.580000,0.000000,70.36,780,0,,5788.00,0.87,0.97,[M/H],-0.225,4.51,1.700,,12.04501,75.41102,-22.6870000,610.3260000,1.6097000
2560,1,3,0,0,20.30300500,0.141000,1.970,8.80000,6.320000,0.000000,29.88,630,0,,5788.00,0.87,0.97,[M/H],-0.225,4.51,1.700,,12.04501,75.41102,-22.6870000,610.3260000,1.6097000
2561,1,3,0,0,29.02235800,0.179000,2.490,6.76000,2.410000,0.000000,18.56,559,0,,5788.00,0.87,0.97,[M/H],-0.225,4.51,1.700,,12.04501,75.41102,-22.6870000,610.3260000,1.6097000
2562,1,2,0,0,1.63290000,0.026000,1.170,1.71000,5.870000,0.000000,475.51,1237,0,,5208.00,0.81,0.81,[Fe/H],-0.504,4.54,11.900,,18.69333,73.39808,10.2080000,466.7350000,2.1138600
2563,1,2,0,0,20.72904200,0.139000,2.020,4.74000,3.160000,0.000000,16.03,530,0,,5208.00,0.81,0.81,[Fe/H],-0.504,4.54,11.900,,18.69333,73.39808,10.2080000,466.7350000,2.1138600
2564,1,5,0,0,3.88679070,0.034300,1.070,1.24000,5.560000,0.000000,37.37,571,0,M1,3788.00,0.47,0.48,[Me/H],-1.385,4.77,4.000,,8.17058,78.51990,-4.3605500,177.5940000,5.6020300
2565,1,5,0,0,7.26730200,0.045100,1.250,2.10000,5.910000,0.000000,13.98,464,0,M1,3788.00,0.47,0.48,[Me/H],-1.385,4.77,4.000,,8.17058,78.51990,-4.3605500,177.5940000,5.6020300
