num_star,2_stars,orbital_period,semi-major_axis,planet_radius,planet_mass,planet_eccen,planet_temp,star_temp,star_radius,star_mass,star_bright,star_age,latitude_gal,longitude_gal,distance,parallax,mass_ratio_sys,radius_ratio_sys,num_planet
1,0,0.74296,0.013,0.82,0.477,0.0,1026.0,3900.0,0.53,0.58,-1.292,2.69,9.96232,80.53919,323.847,3.05948,2.469308784521766e-06,0.014155468403257786,5
1,0,8.371554,0.085,1.14,1.55,0.0,1292.0,6435.0,1.11,1.33,0.374,2.14,12.60394,78.6651,826.613,1.181,3.4991702483962547e-06,0.009396543626948313,2
1,0,17.934937,0.142,1.37,2.45,0.0,1002.0,6435.0,1.11,1.33,0.374,2.14,12.60394,78.6651,826.613,1.181,5.5309465216585964e-06,0.011292337516595781,2
1,0,4.915379,0.057,1.77,3.78,0.0,1042.0,5740.0,1.19,1.03,-0.008,2.09,10.90816,77.21796,384.542,2.57183,1.1018934235381979e-05,0.013608572360213293,2
1,0,13.093921,0.11,2.32,5.99,0.0,752.0,5740.0,1.19,1.03,-0.008,2.09,10.90816,77.21796,384.542,2.57183,1.7461221182523293e-05,0.017837224788528158,2
1,0,1.653888,0.027,1.01,1.01,0.0,1373.0,5388.0,0.89,0.92,-0.288,14.0,19.58672,73.51645,400.48,2.46817,3.2962380046779017e-06,0.010382875083946141,2
1,0,4.337234,0.051,1.67,3.43,0.0,996.0,5388.0,0.89,0.92,-0.288,14.0,19.58672,73.51645,400.48,2.46817,1.119415480796555e-05,0.017167724148703028,2
1,0,1.678327,0.028,1.43,684.4,0.0,1659.0,5987.0,1.18,1.09,0.151,3.96,10.24008,70.6955,454.883,2.17012,0.0018852481307743043,0.011087670011191687,2
1,0,3.553822,0.046,1.63,79.7,0.0,1292.0,5987.0,1.18,1.09,0.151,3.96,10.24008,70.6955,454.883,2.17012,0.00021954160728040922,0.012638393089680037,2
1,0,4.385315,0.05,1.14,1.55,0.0,935.0,5194.0,0.84,0.87,-0.308,0.8,18.13155,80.09266,501.574,1.96487,5.349306241801171e-06,0.012416861221324557,3
1,0,51.805612,0.26,3.15,10.1,0.0,410.0,5194.0,0.84,0.87,-0.308,0.8,18.13155,80.09266,501.574,1.96487,3.485676970463989e-05,0.0343097481115547,3
1,0,4.544439,0.053,2.91,8.8,0.0,1017.0,5752.0,1.0,0.92,-0.255,8.2,16.18136,81.11486,823.242,1.18607,2.8719697466500533e-05,0.026624364534566448,3
1,0,12.762172,0.105,2.54,6.99,0.0,721.0,5752.0,1.0,0.92,-0.255,8.2,16.18136,81.11486,823.242,1.18607,2.2812577873958945e-05,0.023239136054226384,3
1,0,38.715185,0.22,2.79,8.2,0.0,498.0,5752.0,1.0,0.92,-0.255,8.2,16.18136,81.11486,823.242,1.18607,2.6761536275602762e-05,0.025526452594996696,3
1,0,2.248329,0.032,1.52,44.6,0.0,1127.0,5105.0,0.8,0.85,-0.157,14.0,11.8369,78.86026,487.675,2.02308,0.00015754366663709227,0.01738360570985438,3
1,0,4.580358,0.051,1.4,17.4,0.0,889.0,5105.0,0.8,0.85,-0.157,14.0,11.8369,78.86026,487.675,2.02308,6.146322420370864e-05,0.016011215785392195,3
1,0,6.766888,0.066,1.21,6.9,0.0,781.0,5105.0,0.8,0.85,-0.157,14.0,11.8369,78.86026,487.675,2.02308,2.4373347529056875e-05,0.013838265071660395,3
1,0,2.549575,0.029,1.11,1.41,0.0,682.0,3799.0,0.49,0.59,-1.26,3.02,12.0424,76.56618,241.987,4.10372,7.175499143594856e-06,0.02072588865514325,3
1,0,5.212333,0.047,1.03,20.3,0.0,537.0,3799.0,0.49,0.59,-1.26,3.02,12.0424,76.56618,241.987,4.10372,0.00010330683164182667,0.019232130914232023,3
1,0,13.969457,0.09,1.73,3.64,0.0,387.0,3799.0,0.49,0.59,-1.26,3.02,12.0424,76.56618,241.987,4.10372,1.8523983604741332e-05,0.03230251114720525,3
1,0,34.921,0.2199,2.3,28.5,0.0,602.0,6064.0,1.06,1.15,0.44,2.57,8.07033,73.9995,2213.19,0.424733,7.441012525411502e-05,0.019852181297251775,2
1,0,71.312,0.354,5.4,39.4,0.0,475.0,6064.0,1.06,1.15,0.44,2.57,8.07033,73.9995,2213.19,0.424733,0.00010286873456182919,0.046609469132678084,2
1,0,7.416397,0.061,1.4,2.54,0.0,547.0,4257.0,0.52,0.6,-0.971,3.47,8.43218,79.85386,439.719,2.24619,1.271064186358304e-05,0.024632639669834144,2
1,0,18.684737,0.113,1.93,4.38,0.0,402.0,4257.0,0.52,0.6,-0.971,3.47,8.43218,79.85386,439.719,2.24619,2.1918350930115634e-05,0.0339578532591285,2
1,0,5.66793,0.0677,1.74,3.68,0.0,1336.0,5904.0,1.82,1.29,0.556,4.27,15.13411,77.26281,1209.16,0.798185,8.565310759565206e-06,0.008747100617451308,5
1,0,13.17562,0.1189,3.2,0.39,0.0,1009.0,5904.0,1.82,1.29,0.556,4.27,15.13411,77.26281,1209.16,0.798185,9.077367381060952e-07,0.016086621825197808,5
1,0,21.77596,0.1662,5.35,3.91,0.0,853.0,5904.0,1.82,1.29,0.556,4.27,15.13411,77.26281,1209.16,0.798185,9.100642682038031e-06,0.026894820864002585,5
1,0,31.7844,0.2138,4.02,5.57,0.0,752.0,5904.0,1.82,1.29,0.556,4.27,15.13411,77.26281,1209.16,0.798185,1.2964342644233206e-05,0.020208818667904745,5
1,0,41.02902,0.2535,4.46,9.6,0.0,691.0,5904.0,1.82,1.29,0.556,4.27,15.13411,77.26281,1209.16,0.798185,2.2344288937996187e-05,0.022420729168869443,5
1,0,8.25978,0.075,1.35,2.39,0.0,714.0,5117.0,0.72,0.79,-0.442,0.7,15.05947,75.93709,717.527,1.36527,9.083554486383972e-06,0.017154874055777352,2
1,0,15.955387,0.116,1.95,4.46,0.0,573.0,5117.0,0.72,0.79,-0.442,0.7,15.05947,75.93709,717.527,1.36527,1.6950900840699794e-05,0.024779262525011725,2
1,0,8.457496,0.065,1.82,3.97,0.0,540.0,4347.0,0.49,0.65,-0.784,1.2,10.45298,71.92848,580.119,1.69598,1.8338430599064085e-05,0.033982988605730374,3
1,0,17.28111,0.105,1.84,4.04,0.0,425.0,4347.0,0.49,0.65,-0.784,1.2,10.45298,71.92848,580.119,1.69598,1.8661778241868738e-05,0.03435642804095818,3
1,0,32.134328,0.159,1.64,3.33,0.0,346.0,4347.0,0.49,0.65,-0.784,1.2,10.45298,71.92848,580.119,1.69598,1.538210929342151e-05,0.030622033688680113,3
1,0,7.626324,0.07,1.17,1.71,0.0,703.0,4955.0,0.72,0.8,-0.584,2.82,17.20394,77.95395,344.19,2.8765,6.41787330316742e-06,0.014867557515007037,3
1,0,15.995622,0.114,1.09,1.32,0.0,550.0,4955.0,0.72,0.8,-0.584,2.82,17.20394,77.95395,344.19,2.8765,4.954147812971343e-06,0.013850972385775788,3
1,0,34.21154,0.189,1.18,1.76,0.0,427.0,4955.0,0.72,0.8,-0.584,2.82,17.20394,77.95395,344.19,2.8765,6.605530417295122e-06,0.014994630656160943,3
2,0,12.551158,0.087,1.32,28.2,0.0,480.0,4259.0,0.53,0.6,-0.928,3.24,10.86393,73.54712,324.413,3.05373,0.00014111814982403217,0.022786851575975955,2
2,0,24.08821,0.135,1.11,1.41,0.0,386.0,4259.0,0.53,0.6,-0.928,3.24,10.86393,73.54712,324.413,3.05373,7.055907491201608e-06,0.019161670643434325,2
1,0,5.470319,0.061,1.12,1.46,0.0,1090.0,5828.0,1.07,1.07,0.056,1.6,16.79191,77.79017,426.59,2.31555,4.096888024320679e-06,0.009576801965094396,3
1,0,12.758005,0.107,1.43,2.63,0.0,822.0,5828.0,1.07,1.07,0.056,1.6,16.79191,77.79017,426.59,2.31555,7.380010619153005e-06,0.012227523937575879,3
1,0,25.09849,0.168,1.41,2.57,0.0,656.0,5828.0,1.07,1.07,0.056,1.6,16.79191,77.79017,426.59,2.31555,7.211645357879551e-06,0.01205650961677062,3
1,0,6.562331,0.075,3.39,11.4,0.0,1290.0,5877.0,1.85,1.03,0.578,4.37,10.49531,78.9153,1278.97,0.753306,3.3231706424167875e-05,0.01676541205018673,2
1,0,67.844469,0.356,3.07,9.64,0.0,592.0,5877.0,1.85,1.02,0.578,4.37,10.49531,78.9153,1278.97,0.753306,2.8376699297114522e-05,0.015182836281437538,2
1,0,2.024823,0.033,1.02,1.04,0.0,1625.0,5867.0,1.3,1.09,0.26,4.9,12.43412,73.24044,768.86,0.4289015,2.864783834022906e-06,0.007178654989494522,3
1,0,9.600001,0.092,2.1,5.06,0.0,967.0,5867.0,1.3,1.09,0.26,4.9,12.43412,73.24044,768.86,0.4289015,1.3938275192457598e-05,0.014779583801900486,3
1,0,20.678772,0.154,2.37,6.21,0.0,749.0,5867.0,1.3,1.09,0.26,4.9,12.43412,73.24044,768.86,0.4289015,1.7106065008925233e-05,0.016679816005001978,3
1,0,3.292781,0.045,1.54,2.99,0.0,1458.0,5684.0,1.76,1.05,0.481,8.2,14.98246,78.64292,677.975,1.44631,8.550015561780268e-06,0.008005607892696097,2
1,0,9.693201,0.093,2.05,4.86,0.0,1017.0,5684.0,1.76,1.05,0.481,8.2,14.98246,78.64292,677.975,1.44631,1.3897349709114415e-05,0.010656815701316233,2
1,0,13.726976,0.117,2.44,30.6,0.04,1005.0,5923.0,1.74,1.2,0.586,4.79,17.24444,70.48314,552.798,1.78034,7.656410256410256e-05,0.012830005424090952,4
1,0,24.310856,0.172,2.34,6.08,0.03,831.0,5923.0,1.74,1.2,0.586,4.79,17.24444,70.48314,552.798,1.78034,1.5212736718619072e-05,0.012304185529660994,4
1,0,44.431014,0.257,3.0,9.27,0.03,680.0,5923.0,1.74,1.2,0.586,4.79,17.24444,70.48314,552.798,1.78034,2.319441930618401e-05,0.01577459683289871,4
1,0,9.341,0.0893,1.56,8.5,0.05,1143.0,5999.0,1.74,1.14,0.586,4.79,17.24444,70.48314,552.798,1.78034,2.238716449242765e-05,0.00820279035310733,4
1,0,4.977656,0.055,1.42,2.6,0.0,1023.0,5631.0,0.8,0.93,-0.313,4.37,13.51572,80.80071,616.637,1.5932,8.394124674959589e-06,0.016239947439469226,3
1,0,6.988055,0.069,1.15,7.3,0.0,914.0,5631.0,0.8,0.93,-0.313,4.37,13.51572,80.80071,616.637,1.5932,2.356811927969423e-05,0.0131520701094293,3
1,0,10.558345,0.091,1.17,14.7,0.0,796.0,5631.0,0.8,0.93,-0.313,4.37,13.51572,80.80071,616.637,1.5932,4.745908950842536e-05,0.013380801763506332,3
1,0,14.844387,0.134,2.53,6.94,0.0,1092.0,6620.0,1.85,1.65,0.867,1.29,8.12813,74.30416,808.762,1.20859,1.2628755122872771e-05,0.012512239671673281,2
1,0,22.824669,0.178,3.37,11.3,0.0,946.0,6620.0,1.85,1.65,0.867,1.29,8.12813,74.30416,808.762,1.20859,2.056267044502339e-05,0.016666501064639905,2
1,0,5.195528,0.06,1.18,1.76,0.0,1085.0,6012.0,1.02,1.0,0.127,3.6,13.59083,75.11189,1047.03,0.926393,5.2844243338360976e-06,0.010584445169054782,4
1,0,8.01041,0.08,1.7,3.53,0.0,940.0,6012.0,1.02,1.0,0.127,3.6,13.59083,75.11189,1047.03,0.926393,1.0598873805932627e-05,0.015248776938468753,4
1,0,27.666313,0.182,1.85,4.08,0.0,622.0,6012.0,1.02,1.0,0.127,3.6,13.59083,75.11189,1047.03,0.926393,1.225025641025641e-05,0.01659425725656894,4
1,0,42.473269,0.242,1.99,4.62,0.0,539.0,6012.0,1.02,1.0,0.127,3.6,13.59083,75.11189,1047.03,0.926393,1.3871613876319759e-05,0.017850038886795778,4
1,0,15.170318,0.128,2.25,5.69,0.0,905.0,6175.0,1.47,1.26,0.453,2.04,13.17723,79.00786,781.611,1.25064,1.3558971166814305e-05,0.014003978821042736,4
1,0,26.234138,0.185,1.96,4.5,0.0,754.0,6175.0,1.47,1.26,0.453,2.04,13.17723,79.00786,781.611,1.25064,1.0723263664440135e-05,0.012199021550775005,4
1,0,39.459357,0.242,2.49,6.76,0.0,658.0,6175.0,1.47,1.26,0.453,2.04,13.17723,79.00786,781.611,1.25064,1.610872497147007e-05,0.015497736561953962,4
1,0,1.64422461,0.0293,0.88,0.615,0.0,1897.0,6366.0,1.34,1.26,0.453,2.04,13.17723,79.00786,781.611,1.25064,1.4655127008068185e-06,0.006008473301127987,4
1,0,8.96855,0.088,2.41,6.39,0.0,1024.0,5807.0,1.43,1.08,0.216,2.9,11.75702,74.82498,927.193,1.05005,1.7764873470755822e-05,0.015419392624493582,2
1,0,23.22182,0.167,2.02,4.74,0.0,746.0,5807.0,1.43,1.08,0.216,6.03,11.75702,74.82498,927.193,1.05005,1.3177699569856431e-05,0.012924138216380512,2
1,0,21.963945,0.153,2.61,7.32,0.0,643.0,5774.0,0.98,0.93,-0.185,6.6,13.1131,78.58093,1002.94,0.968921,2.3632689469501613e-05,0.024366923148614356,2
1,0,125.596809,0.488,2.95,9.01,0.0,360.0,5774.0,0.98,0.93,-0.185,6.6,13.1131,78.58093,1002.94,0.968921,2.9088870508225342e-05,0.027541158348050716,2
1,0,7.415563,0.066,0.74,0.5,0.0,622.0,4504.0,0.62,0.61,-0.495,2.75,11.26477,79.12551,260.0,2.758953,2.461076906592818e-06,0.010920091872064722,2
1,0,9.387427,0.077,1.2,2.2,0.0,575.0,4504.0,0.62,0.61,-0.495,2.75,11.26477,79.12551,260.0,2.758953,1.08287383890084e-05,0.017708257089834683,2
1,0,6.511127,0.071,2.66,7.56,0.0,1008.0,6033.0,1.02,0.95,-0.153,1.7,15.85796,77.06755,984.105,0.987735,2.3893688973565133e-05,0.023859850974309933,2
1,0,23.851549,0.168,3.07,9.64,0.0,654.0,6033.0,1.02,0.95,-0.153,1.7,15.85796,77.06755,984.105,0.987735,3.0467613982165065e-05,0.0275374971771171,2
1,0,12.79836,0.11,1.97,4.54,0.0,908.0,6088.0,1.0,1.05,0.342,0.3,16.35836,80.44858,1298.88,0.741042,1.2982297876415522e-05,0.01802405434127007,2
1,0,27.320871,0.183,1.75,3.71,0.0,705.0,6088.0,1.0,1.05,0.342,3.89,16.35836,80.44858,1298.88,0.741042,1.0608882185352773e-05,0.016011215785392195,2
1,0,7.05677,0.076,1.52,2.92,0.0,1196.0,6177.0,1.36,1.27,0.433,2.29,7.37141,75.0185,570.783,1.72356,6.9034176157844515e-06,0.010225650417561401,2
1,0,17.265427,0.138,1.33,2.33,0.0,888.0,6177.0,1.36,1.27,0.433,2.29,7.37141,75.0185,570.783,1.72356,5.508548987937593e-06,0.008947444115366226,2
1,0,5.929778,0.065,1.9,94.5,0.0,972.0,5956.0,0.93,1.02,-0.007,3.09,11.61671,77.38633,940.724,1.03452,0.0002781740750598882,0.018692049150381054,2
1,0,12.247629,0.105,1.96,4.5,0.0,763.0,5956.0,0.93,1.02,-0.007,3.09,11.61671,77.38633,940.724,1.03452,1.3246384526661343e-05,0.019282324386708877,2
1,0,11.189562,0.104,1.85,4.08,0.0,1037.0,6186.0,1.53,1.19,0.428,4.0,15.11288,70.17289,956.859,1.01648,1.029433311786253e-05,0.01106283817104596,3
1,0,17.849,0.1385,3.1,6.1,0.0,888.0,6492.3,1.25,1.0,0.428,4.0,15.11288,70.17289,956.859,1.01648,1.8315334338863747e-05,0.02269018008444151,3
1,0,26.136,0.1786,2.8,14.9,0.0,782.0,6492.3,1.25,1.0,0.428,4.0,15.11288,70.17289,956.859,1.01648,4.473745600804424e-05,0.020494356205302006,3
1,0,37.054919,0.214,3.06,4.8,0.0,498.0,5643.0,0.85,0.81,-0.386,2.9,15.54303,73.30625,1083.91,0.894576,1.7792674524700663e-05,0.032937358187092515,3
1,0,57.24809,0.287,3.19,11.1,0.0,431.0,5643.0,0.85,0.81,-0.386,2.9,15.54303,73.30625,1083.91,0.894576,4.114555983837029e-05,0.0343366577179167,3
1,0,142.544247,0.5177,2.72,7.85,0.0,318.0,5225.0,0.78,0.81,-0.386,4.9,15.54303,73.30625,1083.91,0.894576,2.909843646227088e-05,0.03190513328664232,3
1,0,10.05537,0.085,0.86,0.566,0.0,694.0,5212.0,0.78,0.83,-0.432,3.47,8.47197,80.79764,252.733,3.92796,2.047497380169244e-06,0.01008765243621779,2
1,0,16.332995,0.118,1.24,2.07,0.0,591.0,5212.0,0.78,0.83,-0.432,3.47,8.47197,80.79764,252.733,3.92796,7.488197132421087e-06,0.014544987233616349,2
2,0,5.795278,0.051,0.89,0.64,0.0,534.0,3903.0,0.5,0.55,-1.187,3.39,8.22729,75.93297,384.694,2.57123,3.4938342703048585e-06,0.01628569377028463,2
2,0,8.410894,0.065,1.38,2.48,0.0,472.0,3903.0,0.5,0.55,-1.187,3.39,8.22729,75.93297,384.694,2.57123,1.3538607797431325e-05,0.02525197461010426,2
1,0,5.47666,0.054,1.84,4.04,0.0,741.0,4648.0,0.67,0.65,-0.714,13.8,15.51241,71.83164,554.064,1.77633,1.8661778241868738e-05,0.025126342895626128,3
1,0,16.934402,0.115,1.31,2.27,0.0,508.0,4648.0,0.67,0.73,-0.714,5.25,15.51241,71.83164,554.064,1.77633,9.336584089202945e-06,0.01788886369199469,3
1,0,24.209842,0.146,1.24,2.07,0.0,451.0,4648.0,0.67,0.65,-0.714,13.8,15.51241,71.83164,554.064,1.77633,9.561851722937694e-06,0.01693297021226978,3
1,0,11.03189,0.102,1.46,2.73,0.0,840.0,6184.0,1.07,0.99,0.195,3.72,16.04522,73.26258,1432.17,0.669477,8.279659338482867e-06,0.012484045418783766,2
1,0,25.762294,0.179,2.71,7.8,0.0,633.0,6184.0,1.07,0.99,0.195,3.72,16.04522,73.26258,1432.17,0.669477,2.3656169538522478e-05,0.02317244046911233,2
1,0,4.612696,0.057,1.57,3.09,0.0,1294.0,6133.0,1.33,1.17,0.461,2.54,9.30796,70.66924,707.559,1.38478,7.929716002114191e-06,0.010800261560930502,2
1,0,13.121632,0.115,1.81,3.93,0.0,913.0,6133.0,1.33,1.17,0.461,2.54,9.30796,70.66924,707.559,1.38478,1.0085366954145236e-05,0.01245125695877975,2
1,0,6.475434,0.063,1.84,4.04,0.0,793.0,5036.0,0.83,0.79,-0.556,13.8,12.91325,76.04453,688.573,1.42408,1.5354627667360353e-05,0.020282710530204227,3
1,0,16.85837,0.12,2.67,7.61,0.0,576.0,5036.0,0.83,0.79,-0.556,13.8,12.91325,76.04453,688.573,1.42408,2.892294964074562e-05,0.02943197669328548,3
1,0,49.499875,0.246,3.43,11.6,0.0,402.0,5036.0,0.83,0.79,-0.556,13.8,12.91325,76.04453,688.573,1.42408,4.4087544787470324e-05,0.0378096179992394,3
1,0,34.060467,0.21,2.72,7.85,0.0,554.0,5908.0,0.95,0.94,-0.138,0.4,13.5173,80.61347,1101.1,0.880201,2.5074184611105765e-05,0.02619579364587475,2
1,0,83.488369,0.381,2.85,8.5,0.0,411.0,5908.0,0.95,0.94,-0.138,0.4,13.5173,80.61347,1101.1,0.880201,2.715039098017821e-05,0.027447798489243763,2
1,0,25.563222,0.178,3.53,12.2,0.0,671.0,6248.0,1.09,1.14,-0.097,3.02,10.76968,75.05892,1443.21,0.665683,3.2132165506778506e-05,0.029630192252914512,3
1,0,57.68802,0.307,4.3,2.9,0.0,512.0,6248.0,1.09,1.14,-0.097,3.02,10.76968,75.05892,1443.21,0.665683,7.637973768004727e-06,0.03609343532224714,3
1,0,77.095691,0.372,4.01,2.7,0.0,464.0,6248.0,1.09,1.14,-0.097,3.02,10.76968,75.05892,1443.21,0.665683,7.111216956418196e-06,0.03365922689353745,3
1,0,13.86825,0.1153,1.498,3.83,0.0,978.0,5979.0,1.63,1.03,0.51,4.79,15.10199,80.93278,527.956,1.86543,1.1164687333733591e-05,0.008408343995273447,2
1,0,16.21865,0.1283,3.679,7.13,0.0,928.0,5979.0,1.63,1.03,0.51,4.79,15.10199,80.93278,527.956,1.86543,2.078439182494008e-05,0.020650398904279714,2
1,0,3.289672,0.044,1.65,3.36,0.0,1116.0,6053.0,1.06,0.95,-0.132,3.4,16.46655,75.2999,876.044,1.11282,1.0619417321584504e-05,0.014241782234984969,2
1,0,7.186434,0.075,2.1,5.06,0.0,860.0,6053.0,1.06,0.95,-0.132,3.4,16.46655,75.2999,876.044,1.11282,1.599233679976714e-05,0.018125904662708144,2
1,0,8.486616,0.086,1.45,2.7,0.0,1060.0,6169.0,1.34,1.17,0.459,3.16,10.66734,80.338,930.32,1.04629,6.92887806009978e-06,0.00990032532572225,2
1,0,55.188023,0.3,2.52,6.9,0.0,568.0,6169.0,1.34,1.17,0.459,2.95,10.66734,80.338,930.32,1.04629,1.7707132820254993e-05,0.017206082635048324,2
1,0,10.327186,0.087,0.88,0.615,0.0,838.0,5788.0,0.72,1.02,0.209,4.27,14.07858,79.4828,1090.51,0.88975,1.810339218643717e-06,0.011182436421543755,2
1,0,37.866281,0.207,1.45,2.7,0.0,543.0,5788.0,0.72,1.02,0.209,0.4,14.07858,79.4828,1090.51,0.88975,7.947830715996807e-06,0.018425605467316412,2
1,0,3.614568,0.048,1.16,1.65,0.0,1347.0,5593.0,1.49,1.1,0.365,5.25,17.2836,71.0526,762.596,1.28244,4.503770739064856e-06,0.007122918623606882,3
1,0,7.542427,0.079,1.69,66.4,0.0,1054.0,5593.0,1.49,1.1,0.365,5.25,17.2836,71.0526,762.596,1.28244,0.00018124265277206454,0.010377355580944509,3
1,0,11.932125,0.107,2.05,4.86,0.0,905.0,5593.0,1.49,1.1,0.365,5.25,17.2836,71.0526,762.596,1.28244,1.326565199506376e-05,0.012587916533098369,3
1,0,25.745718,0.178,1.55,3.02,0.0,753.0,6108.0,1.28,1.19,0.351,0.63,20.43826,76.6968,891.462,1.09287,7.619825003908049e-06,0.011079189494356205,2
1,0,59.980627,0.312,2.15,5.27,0.0,568.0,6108.0,1.28,1.19,0.351,0.63,20.43826,76.6968,891.462,1.09287,1.3296846943905766e-05,0.01536790800830054,2
1,0,3.281959,0.045,1.46,2.73,0.0,1326.0,6209.0,1.05,1.06,0.573,0.3,11.74957,82.45718,1856.28,0.510384,7.73288938216796e-06,0.012721836760093932,2
1,0,12.51616,0.11,1.79,3.86,0.0,848.0,6209.0,1.05,1.06,0.573,0.3,11.74957,82.45718,1856.28,0.510384,1.093368242313858e-05,0.015597320411348042,2
1,0,37.815724,0.201,1.3,2.24,0.0,401.0,4710.0,0.69,0.68,-0.617,2.29,11.92128,83.40326,188.027,5.2896,9.890633779907136e-06,0.017237747843486424,2
1,0,53.578637,0.253,1.2,1.87,0.0,357.0,4710.0,0.69,0.68,-0.617,2.29,11.92128,83.40326,188.027,5.2896,8.256913021618904e-06,0.01591176724014131,2
1,0,26.84768,0.186,3.26,10.7,0.0,800.0,5502.0,2.02,0.97,0.562,10.47,13.09727,77.52235,770.978,1.26854,3.312051333882746e-05,0.014765647372101428,2
1,0,72.379334,0.36,3.88,14.3,0.0,575.0,5502.0,2.02,0.97,0.562,10.47,13.09727,77.52235,770.978,1.26854,4.4263863621049795e-05,0.017573837976611516,2
1,0,2.732756,0.03,1.13,1.51,0.0,687.0,3591.0,0.47,0.5,-1.42,4.17,13.0873,80.40251,214.0,3.8413895,9.067591754650577e-06,0.021997171838897482,2
1,0,14.871572,0.094,1.41,2.57,0.0,391.0,3591.0,0.47,0.5,-1.42,4.17,13.0873,80.40251,214.0,3.8413895,1.543292106586224e-05,0.02744779848924376,2
1,0,13.36731,0.1003,0.296,3.1783,0.0,656.0,5417.0,0.79,0.87,-0.322,10.0,17.84364,74.43727,63.9207,15.6155,1.0968838727946234e-05,0.0034280794737620896,4
1,0,21.302,0.1368,0.75,12.0,0.09,564.0,5417.0,0.77,0.8,-0.322,5.66,17.84364,74.43727,63.9207,15.6155,4.503770739064856e-05,0.008911622886118103,4
1,0,39.7922,0.2076,1.94,12.2,0.15,458.0,5417.0,0.77,0.8,-0.322,5.66,17.84364,74.43727,63.9207,15.6155,4.5788335847159364e-05,0.023051397865425493,4
1,0,51.196,0.246,0.37,0.0275,0.0,401.0,5288.0,0.77,0.8,-0.322,10.0,17.84364,74.43727,63.9207,15.6155,1.0321141277023628e-07,0.004396400623818264,4
1,0,4.57953,0.054,1.59,3.15,0.0,1040.0,5852.0,0.9,0.98,0.006,0.4,10.94288,73.50995,1167.94,0.828058,9.650937297996122e-06,0.016163703554776882,2
1,0,19.02293,0.14,1.91,4.31,0.0,647.0,5852.0,0.9,0.98,0.006,0.4,10.94288,73.50995,1167.94,0.828058,1.3204933255353422e-05,0.01941677596831688,2
1,0,34.763278,0.2,1.89,4.23,0.0,554.0,5666.0,0.99,0.93,0.244,0.3,9.81839,71.51474,813.192,1.20114,1.3656595144261178e-05,0.017466780856791483,2
1,0,67.968015,0.313,1.78,3.82,0.0,443.0,5666.0,0.99,0.93,0.244,5.5,9.81839,71.51474,813.192,1.20114,1.2332906253209856e-05,0.016450195727560235,2
1,0,6.849692,0.075,1.36,2.42,0.0,1081.0,6509.0,1.14,1.15,0.321,3.09,15.10953,80.96007,1493.95,0.640547,6.318333442630118e-06,0.01091491401911448,3
1,0,20.053763,0.154,2.09,5.02,0.0,755.0,6509.0,1.14,1.2,0.321,2.349,15.10953,80.96007,1493.95,0.640547,1.2560516172280877e-05,0.01677365463231563,3
1,0,30.092568,0.201,1.69,3.5,0.0,660.0,6509.0,1.14,1.15,0.321,3.09,15.10953,80.96007,1493.95,0.640547,9.138085557522897e-06,0.013563385803164314,3
1,0,5.535309,0.06,1.36,2.42,0.0,1054.0,5787.0,0.84,0.93,0.212,0.5,16.74464,81.7403,1090.45,0.888301,7.812992966693156e-06,0.014813097597369651,2
1,0,16.725948,0.126,1.24,2.07,0.0,729.0,5787.0,0.84,0.93,0.212,0.5,16.74464,81.7403,1090.45,0.888301,6.68301464506398e-06,0.013506059574072327,2
1,0,1.897806,0.029,1.03,1.08,0.0,1761.0,5977.0,0.91,1.04,0.274,1.5,10.29406,75.50719,1265.61,0.761806,3.1179951270449006e-06,0.010355762799971089,3
1,0,3.282807,0.042,1.1,1.37,0.0,1467.0,5977.0,0.91,1.04,0.274,1.5,10.29406,75.50719,1265.61,0.761806,3.9552345593069575e-06,0.011059552504823494,3
1,0,5.028219,0.056,1.31,2.27,0.0,1272.0,5977.0,0.91,1.04,0.274,1.5,10.29406,75.50719,1265.61,0.761806,6.553563831844374e-06,0.013170921619380705,3
1,0,12.125934,0.101,1.45,2.7,0.0,851.0,5826.0,0.84,0.92,-0.163,0.4,16.24521,79.13395,1238.81,0.778936,8.811725359039937e-06,0.01579337611484264,2
1,0,19.986326,0.141,2.65,7.51,0.0,720.0,5826.0,0.84,0.92,-0.163,0.4,16.24521,79.13395,1238.81,0.778936,2.4509650906070337e-05,0.028863756347815857,2
1,0,4.920199,0.057,1.07,1.24,0.0,1242.0,5900.0,1.18,1.06,0.357,1.91,10.20893,71.03282,923.067,1.05479,3.5123746644279384e-06,0.008296368469912663,2
1,0,14.172327,0.115,1.79,3.86,0.0,873.0,5900.0,1.18,1.06,0.357,1.91,10.20893,71.03282,923.067,1.05479,1.093368242313858e-05,0.013878971552470715,2
1,0,12.509529,0.109,1.39,2.51,0.0,875.0,5949.0,1.22,1.07,0.218,0.3,7.7195,72.72786,823.804,1.18532,7.0432800966060984e-06,0.010424163907117165,2
1,0,27.014976,0.182,2.06,4.9,0.0,677.0,5949.0,1.22,1.07,0.218,0.3,7.7195,72.72786,823.804,1.18532,1.3749829670665295e-05,0.015448760898317529,2
1,0,16.092361,0.112,0.75,0.347,0.0,503.0,4661.0,0.67,0.78,-0.655,3.24,11.65227,79.45806,152.094,6.54596,1.335733714919235e-06,0.010241715854195432,2
1,0,28.906009,0.166,0.7,0.271,0.0,414.0,4661.0,0.67,0.78,-0.655,3.24,11.65227,79.45806,152.094,6.54596,1.0431810857150224e-06,0.009558934797249069,2
