num_star,2_stars,orbital_period,semi-major_axis,planet_radius,planet_mass,planet_eccen,planet_temp,star_temp,star_radius,star_mass,star_bright,star_age,latitude_gal,longitude_gal,distance,parallax,mass_ratio_sys,radius_ratio_sys,num_planet
1,0,0.96286738,0.0183,1.61,3.22,0.0,1666.0,5488.0,0.87,0.9,-0.101,4.47,12.28194,77.98305,1350.32,0.712904,1.074232724428803e-05,0.01693140060064462,1
1,0,0.92990668,0.0191,1.52,2.92,0.0,2291.0,6169.0,1.4,1.18,0.295,3.55,12.78264,78.48806,465.417,2.11996,7.429949467835809e-06,0.009933488977059647,1
1,0,4.11584468,0.0466,1.51,2.89,0.0,895.0,4776.0,0.73,0.78,-0.673,2.88,11.34565,72.61896,481.667,2.04769,1.11246986631602e-05,0.018925194392126976,1
1,0,33.8786838,0.2004,2.86,8.55,0.0,564.0,5550.0,0.91,0.93,-0.136,4.79,16.30493,72.33509,973.368,0.998791,2.7603756142655572e-05,0.028754836512541078,1
1,0,42.3514267,0.2743,4.18,16.3,0.0,938.0,6725.0,1.74,1.45,0.523,1.7,7.43369,73.50229,698.326,1.40429,3.375239680310674e-05,0.021979271587172205,1
1,0,14.88801098,0.1186,1.8,3.89,0.0,831.0,5885.0,1.03,1.02,0.036,4.07,16.88243,81.52687,678.069,1.4459,1.1450763513047249e-05,0.015989008828685685,1
1,0,4.52158888,0.0529,0.98,0.904,0.0,1214.0,5780.0,0.99,1.0,0.228,4.57,17.39709,74.50415,813.543,1.20042,2.714272498743087e-06,0.009056849333151139,1
1,0,9.33646594,0.0747,2.17,5.35,0.0,577.0,4500.0,0.69,0.72,-0.771,5.62,20.66047,77.59939,588.037,1.67244,2.2310345790737944e-05,0.02877377909258887,1
1,0,8.129976,0.083,1.76,3.75,0.0,1041.0,5736.0,1.43,1.02,0.41,9.4,11.13965,81.90697,653.6,1.50292,1.1038653772217786e-05,0.011260635277638468,2
1,0,31.517586,0.204,2.84,8.45,0.0,663.0,5736.0,1.43,1.02,0.41,9.4,11.13965,81.90697,653.6,1.50292,2.4873766500064074e-05,0.018170570561643888,2
1,0,10.10769068,0.0889,1.65,3.36,0.0,879.0,5608.0,0.94,0.97,0.426,4.9,11.60884,72.08629,1720.48,0.552647,1.0400460263407504e-05,0.016059882094770286,1
1,0,0.78916165,0.0142,1.05,1.16,0.0,1244.0,4508.0,0.69,0.72,-0.909,4.17,7.82395,75.54375,319.197,3.10424,4.837383386402994e-06,0.013922796335123647,1
1,0,11.87456832,0.0986,1.37,2.45,0.0,728.0,5581.0,0.9,0.95,-0.137,3.24,13.01204,75.88873,528.685,1.86266,7.743325130322036e-06,0.013927216270468131,1
1,0,109.6471842,0.4382,2.81,8.3,0.0,428.0,5628.0,0.92,0.94,-0.188,4.57,10.11879,74.15853,932.446,1.04501,2.6511558251232846e-05,0.02794504121549818,1
1,0,15.64591713,0.1229,2.29,5.86,0.0,710.0,5614.0,0.91,0.94,0.028,4.27,17.06557,82.42034,1223.04,0.788915,1.8717798958099333e-05,0.023023977487314363,1
1,0,6.26406846,0.0615,1.45,2.7,0.0,809.0,4903.0,0.74,0.77,-0.555,4.9,16.42227,72.26875,621.853,1.57956,1.0528295234177586e-05,0.017927616130361913,1
1,0,23.198681,0.1595,1.98,4.58,0.0,793.0,5512.0,1.3,0.94,0.421,12.3,11.05935,80.30664,1126.64,0.859004,1.4629269492848969e-05,0.013935036156077602,2
1,0,5.77721211,0.0631,1.71,3.57,0.0,1260.0,5512.0,1.3,0.94,0.421,12.3,11.05935,80.30664,1126.64,0.859004,1.1403164211674851e-05,0.01203480395297611,2
1,0,24.4002549,0.1441,2.41,6.39,0.0,437.0,4523.0,0.67,0.7,-0.742,4.27,16.7555,77.44616,601.629,1.63392,2.740866192630898e-05,0.032910046944814655,1
1,0,0.93511806,0.0193,0.92,0.721,0.0,2124.0,5909.0,1.05,1.04,0.247,3.8,16.83471,71.67921,753.26,1.29886,2.0815504505549753e-06,0.008016499876223574,1
1,0,1.34155513,0.0234,0.71,0.285,0.0,1642.0,5586.0,0.93,0.94,0.188,5.62,19.37193,78.17886,371.049,2.66794,9.103366387471518e-07,0.006984923629879235,1
1,0,5.317429,0.06,2.0,4.66,0.0,1105.0,5983.0,1.18,1.06,0.061,3.55,19.16689,79.63268,334.797,2.95812,1.3199730593737252e-05,0.015507230784883481,2
1,0,10.105785,0.092,1.26,2.13,0.0,892.0,5983.0,1.18,1.06,0.061,3.55,19.16689,79.63268,334.797,2.95812,6.033353254218958e-06,0.009769555394476593,2
1,0,0.66502692,0.0153,1.55,3.02,0.0,2174.0,6331.0,1.42,1.27,0.087,2.4,8.97851,76.33824,981.779,0.990413,7.13983602728392e-06,0.009986875037166158,1
2,0,132.9968322,0.4498,2.99,9.22,0.0,241.0,4662.0,0.72,0.79,-0.638,1.82,20.10976,73.17245,476.957,2.06794,3.5041996805213484e-05,0.03799486920501798,1
1,0,2.21571036,0.0313,1.66,3.39,0.0,1283.0,5527.0,0.9,0.93,-0.261,4.37,8.93878,77.47076,890.724,1.09517,1.0944647172351154e-05,0.016875313145238754,1
1,0,3.35183158,0.0449,1.93,4.38,0.0,1294.0,5759.0,0.93,0.95,0.195,3.98,13.96267,83.18755,1756.71,0.540401,1.3843169008494084e-05,0.018987186768544963,1
1,0,4.7683049,0.0568,1.84,4.04,0.0,1219.0,5981.0,1.13,1.09,0.146,3.63,16.76274,77.61173,853.959,1.14228,1.1128583355242825e-05,0.014897920123955318,1
1,0,44.6169557,0.2638,2.36,6.17,0.0,693.0,6449.0,1.55,1.32,0.693,2.24,12.99564,78.29545,1355.02,0.709146,1.4034477505065741e-05,0.013930495577336617,1
1,0,3.40165668,0.044,1.58,3.12,0.0,1236.0,6133.0,1.21,1.14,-0.008,3.09,13.03191,77.31702,843.701,1.15658,8.217406260749914e-06,0.011946975650965603,1
1,0,27.5722742,0.1834,1.94,4.42,0.0,636.0,5911.0,1.04,1.04,0.204,3.72,14.83753,81.69041,1213.82,0.795085,1.276068376068376e-05,0.0170669003426708,1
1,0,2.12823928,0.0341,0.7,0.271,0.0,1668.0,6086.0,1.28,1.16,0.343,2.88,17.88953,79.17135,276.323,3.59023,7.014493507394116e-07,0.00500350493293506,1
1,0,6.00253,0.067,1.81,3.93,0.0,1209.0,6090.0,1.27,1.25,0.448,2.62,11.15868,70.9923,621.855,1.5798,9.43990346907994e-06,0.013039505319037062,2
1,0,11.448708,0.103,1.16,1.65,0.0,975.0,6090.0,1.27,1.25,0.448,2.62,11.15868,70.9923,621.855,1.5798,3.963318250377073e-06,0.008356810038719884,2
1,0,4.4968604,0.0413,2.52,6.9,0.0,535.0,3827.0,0.53,0.55,-1.283,4.57,15.92459,77.67236,340.691,2.90756,3.7667900726724256e-05,0.043502171190499546,2
1,0,1.76678906,0.0222,1.73,3.64,0.0,730.0,3827.0,0.53,0.55,-1.283,4.57,15.92459,77.67236,340.691,2.90756,1.9871182412358883e-05,0.029864585777604844,2
1,0,0.91614077,0.0156,0.65,0.208,0.0,1212.0,4439.0,0.67,0.7,-0.983,4.17,10.56275,75.16841,202.782,4.90251,8.921755368814192e-07,0.00887615374030271,1
1,0,1.87788275,0.03,0.89,0.64,0.0,1701.0,6118.0,1.16,1.11,0.263,3.16,15.21888,80.27666,670.829,1.46181,1.7311791429438488e-06,0.007019695590639929,1
1,0,24.7543966,0.153,1.8,3.89,0.0,491.0,4776.0,0.72,0.76,-0.615,4.68,9.34988,76.25245,593.384,1.65711,1.5368129978037098e-05,0.022873165407703136,1
1,0,76.613377,0.3521,2.97,9.11,0.0,466.0,6168.0,1.24,1.16,0.302,2.95,10.1721,70.31149,1119.45,0.864732,2.3580087030391287e-05,0.021913968148670426,1
1,0,1.28958811,0.0224,1.46,2.73,0.0,1448.0,5352.0,0.83,0.88,-0.329,4.27,19.60386,78.8733,911.269,1.06907,9.314616755793227e-06,0.016093889877227267,1
1,0,0.63400294,0.0136,1.53,2.96,0.0,1714.0,5106.0,0.78,0.82,-0.486,4.9,12.74707,75.25718,845.228,1.15512,1.0838342591570713e-05,0.017946637473736305,1
1,0,3.0091324,0.041,1.28,2.18,0.0,1177.0,5597.0,0.9,0.93,-0.146,4.57,15.38605,82.07475,1015.69,0.95603,7.038150689004578e-06,0.013012289654160005,1
1,0,7.06317341,0.0656,1.12,1.46,0.0,827.0,5181.0,0.79,0.82,-0.413,5.13,15.86929,73.56001,546.998,1.79947,5.345939251247716e-06,0.012971111522343044,1
1,0,59.4970952,0.2769,2.83,8.4,0.0,369.0,4709.0,0.72,0.78,-0.717,2.34,13.14527,73.53491,614.859,1.59854,3.2334764280465635e-05,0.03596169894655548,1
2,0,11.5789,0.106,2.05,19.8,0.0,951.0,6165.0,1.35,1.2,0.467,2.75,8.8879,76.53433,420.818,2.34776,4.9541478129713426e-05,0.013893330099493752,2
2,0,16.399235,0.133,1.99,4.62,0.0,847.0,6165.0,1.35,1.2,0.467,2.75,8.8879,76.53433,420.818,2.34776,1.1559678230266466e-05,0.013486696047801252,2
1,0,40.5286413,0.2866,3.4,11.5,0.0,933.0,6778.0,1.83,1.51,0.923,1.55,7.98461,80.58703,1516.27,0.630932,2.2866827151984924e-05,0.016998636587145496,1
1,0,3.57554956,0.0431,0.86,0.566,0.0,1061.0,5131.0,0.79,0.83,-0.437,4.9,18.9943,76.67,389.143,2.54086,2.047497380169244e-06,0.009959960633227693,1
1,0,136.205626,0.4626,2.6,7.27,0.0,248.0,4857.0,0.74,0.8,-0.601,3.09,13.4044,72.26499,731.298,1.33936,2.7285344394167922e-05,0.032146070302717926,1
1,0,2.94194094,0.0363,1.25,2.1,0.0,988.0,4839.0,0.72,0.76,-0.626,4.17,11.74736,82.65749,541.714,1.8174,8.296419782487893e-06,0.015884142644238288,1
1,0,7.69993485,0.075,0.92,0.721,0.0,969.0,5770.0,1.05,1.0,0.425,6.03,11.42713,74.55066,840.128,1.16159,2.1648124685771745e-06,0.008016499876223574,2
1,0,4.77468005,0.0545,0.8,0.437,0.0,1137.0,5770.0,1.05,1.0,0.425,6.03,11.42713,74.55066,840.128,1.16159,1.312098541980895e-06,0.006970869457585717,2
1,0,2.16457097,0.0273,1.43,2.63,0.0,783.0,4070.0,0.6,0.62,-0.996,3.98,16.07181,71.83754,465.826,2.11896,1.2736469939505993e-05,0.02180575102201032,1
1,0,1.57409027,0.0236,0.92,0.721,0.0,998.0,4106.0,0.6,0.62,-0.905,3.89,16.2847,78.86875,401.484,2.46234,3.4916330138341525e-06,0.014028874783391257,1
1,0,0.67564949,0.0153,1.65,3.36,0.0,2085.0,5906.0,1.08,1.07,0.051,3.47,9.54253,75.07597,1635.82,0.586022,9.428454631313344e-06,0.01397804552692969,1
1,0,25.873148,0.1741,2.69,7.7,0.0,667.0,5761.0,0.99,0.99,-0.01,4.07,15.32601,71.46339,1236.56,0.7802,2.335288531366963e-05,0.024860127251200577,1
1,0,8.436387,0.077,1.47,2.76,0.0,742.0,5187.0,0.8,0.91,-0.292,4.27,18.62824,72.46721,302.979,3.27176,9.106525450416853e-06,0.0168117765746618,2
1,0,18.735753,0.13,1.88,4.19,0.0,568.0,5187.0,0.8,0.91,-0.292,4.27,18.62824,72.46721,302.979,3.27176,1.3824761462770513e-05,0.021500775483240944,2
1,0,20.2641684,0.1495,1.84,4.04,0.0,770.0,6202.0,1.29,1.19,0.458,2.88,16.50143,71.90739,1004.1,0.967127,1.0193408283373681e-05,0.013050116077573263,2
1,0,7.44142113,0.0767,1.27,2.15,0.0,1075.0,6202.0,1.29,1.19,0.458,2.88,16.50143,71.90739,1004.1,0.967127,5.4247098537755976e-06,0.009007417075281545,2
1,0,3.4462039,0.0393,0.73,0.315,0.0,1015.0,5361.0,0.83,0.87,-0.198,4.37,15.9007,78.66806,515.334,1.91179,1.0871170749466896e-06,0.008046944938613633,2
1,0,2.00541269,0.0274,0.64,0.196,0.0,1216.0,5361.0,0.83,0.87,-0.198,4.37,15.9007,78.66806,515.334,1.91179,6.764284021890513e-07,0.007054855836592775,2
1,0,1.31155557,0.024,1.27,2.15,0.0,1655.0,5677.0,0.97,0.98,0.012,5.01,14.78911,76.10194,1303.22,0.738946,6.587147679584654e-06,0.011978936110425973,1
1,0,1.29123275,0.0242,1.16,1.65,0.0,1887.0,6299.0,1.33,1.22,0.774,2.51,14.69768,69.84201,1699.46,0.559563,4.0607768958781494e-06,0.007979811089604702,1
1,0,10.65276707,0.0918,2.29,5.86,0.0,737.0,5323.0,0.81,0.85,-0.368,4.47,13.34189,77.15811,1078.46,0.899368,2.0699683553662792e-05,0.025866443843772926,1
1,0,3.3004192,0.0471,1.74,3.68,0.0,1543.0,6704.0,1.78,1.47,0.822,1.66,9.38662,77.18644,1430.84,0.670294,7.516497197169466e-06,0.008943664676270438,1
1,0,5.30880656,0.0598,1.05,1.16,0.0,1042.0,5659.0,0.97,0.98,-0.071,4.68,15.15491,73.34563,868.056,1.12332,3.5539959573573016e-06,0.009903844815706513,1
1,0,0.74092842,0.0153,1.25,2.1,0.0,1873.0,5218.0,0.82,0.86,-0.293,5.01,15.31757,77.91073,1146.1,0.844673,7.33171980778e-06,0.013947052077867766,1
1,0,11.95398936,0.0885,2.2,5.48,0.0,525.0,4407.0,0.67,0.7,-0.903,6.46,7.20309,74.90403,506.434,1.94764,2.350539395245278e-05,0.030042366505639934,1
1,0,0.88184115,0.0171,1.3,2.24,0.0,1564.0,5188.0,0.79,0.83,-0.403,5.01,10.16065,74.47828,971.325,1.00331,8.103169843779342e-06,0.015055754445576748,1
1,0,10.3126,0.076,0.522,0.066,0.006,443.0,3841.0,0.44,0.52,-1.222,4.68,13.17249,75.10743,66.8624,14.9272,3.8108829330548787e-07,0.010854356675291853,3
1,0,13.7813,0.0906,1.197,1.97,0.011,402.0,3841.0,0.44,0.52,-1.222,4.68,13.17249,75.10743,66.8624,14.9272,1.1374908148663803e-05,0.024890162720927866,3
1,0,23.0881,0.12781,1.212,0.64,0.027,338.0,3841.0,0.44,0.52,-1.222,4.68,13.17249,75.10743,66.8624,14.9272,3.695401632053216e-06,0.025202069521942,3
1,0,10.3108245,0.0917,1.43,2.63,0.0,786.0,5570.0,0.94,0.96,0.473,4.79,14.33173,73.60145,2462.94,0.375361,8.225636835930954e-06,0.013918564482134245,1
1,0,25.3842686,0.1728,2.25,5.69,0.0,649.0,5747.0,0.94,0.96,-0.117,4.07,17.14845,79.45768,1197.04,0.806839,1.7796149656443776e-05,0.0218998392201413,1
1,0,16.3583055,0.1404,1.88,4.19,0.0,959.0,6161.0,1.72,1.36,0.572,2.75,7.90013,72.98747,738.261,1.32903,9.250391861118505e-06,0.01000036068987951,1
1,0,13.9093583,0.1179,1.41,2.57,0.0,928.0,6370.0,1.44,1.26,0.568,2.24,7.73748,76.71693,1027.21,0.945245,6.1241750261358094e-06,0.008958656451350393,1
1,0,2.88879862,0.0415,0.85,0.543,0.0,1423.0,5732.0,1.29,1.15,0.45,4.37,19.45674,76.02087,688.795,1.42367,1.417708702209981e-06,0.0060285862314876475,1
1,0,6.73972381,0.068,1.24,2.07,0.0,1011.0,5733.0,1.03,1.02,0.009,5.01,19.39739,71.7217,835.882,1.16761,6.093336882264217e-06,0.011014650526427916,1
1,0,2.27952666,0.031,0.93,0.749,0.0,1123.0,5046.0,0.77,0.82,-0.56,4.37,11.78455,75.69521,455.358,2.16738,2.7425400679346163e-06,0.01105041237878645,1
1,0,12.2854603,0.0882,2.59,7.22,0.0,434.0,4098.0,0.61,0.63,-1.107,4.47,19.2323,76.88378,453.795,2.17549,3.44097616254479e-05,0.03884688420062368,4
1,0,5.53608151,0.0519,2.26,5.73,0.0,566.0,4098.0,0.61,0.63,-1.107,4.47,19.2323,76.88378,453.795,2.17549,2.7308578132107546e-05,0.033897281194366614,4
1,0,20.9568158,0.126,2.86,8.55,0.0,363.0,4098.0,0.61,0.63,-1.107,4.47,19.2323,76.88378,453.795,2.17549,4.074840192487252e-05,0.04289655938756128,4
1,0,37.6327084,0.1861,2.46,6.62,0.0,299.0,4098.0,0.61,0.63,-1.107,4.47,19.2323,76.88378,453.795,2.17549,3.1550224648263866e-05,0.036897040592098175,4
1,0,99.2530951,0.3869,1.77,3.78,0.0,300.0,5078.0,0.74,0.81,-0.534,2.09,16.83141,75.1203,497.093,1.98294,1.4011731188201774e-05,0.021884055552234893,1
1,0,15.771044,0.127,2.94,8.96,0.0,752.0,5594.0,1.3,1.05,0.016,5.1,18.74477,73.37771,391.038,2.52874,2.5621451315568963e-05,0.02069141732266068,2
1,0,157.072878,0.586,3.38,11.4,0.0,350.0,5594.0,1.3,1.05,0.016,5.1,18.74477,73.37771,391.038,2.52874,3.259872153989801e-05,0.02378809202401126,2
1,0,6.48021673,0.0662,1.18,1.76,0.0,934.0,5753.0,0.98,0.98,-0.1,4.47,10.29931,82.29819,723.431,1.35373,5.392269728404182e-06,0.011016463339220284,1
1,0,54.4092333,0.2768,1.68,3.46,0.0,513.0,5840.0,1.1,1.03,0.439,5.5,11.82546,79.62052,1038.35,0.934364,1.0086114405931653e-05,0.013973424685433184,1
1,0,15.1410397,0.1189,1.96,4.5,0.0,714.0,5479.0,0.85,0.88,-0.231,4.68,15.4861,77.54455,1117.0,0.2052235,1.5353763883175647e-05,0.02109713138781089,1
1,0,2.44357812,0.0337,0.8,0.437,0.0,1249.0,5697.0,0.92,0.95,0.151,3.47,15.96037,70.29718,544.456,1.5681302,1.3811563599798894e-06,0.007955883620070655,1
1,0,3.93766373,0.0555,1.39,2.51,0.0,1947.0,6481.0,2.55,1.64,0.811,1.91,18.44477,74.836,640.409,1.53281,4.595310794736907e-06,0.0049872470457580165,1
1,0,3.78470649,0.0494,0.8,0.437,0.0,1311.0,6138.0,1.23,1.17,0.277,2.88,13.79022,79.77512,492.894,2.00043,1.1214517452828162e-06,0.005950742219890247,1
1,0,18.2206421,0.1406,2.07,4.94,0.0,786.0,6195.0,1.27,1.18,0.204,2.75,11.33663,77.87852,1066.46,0.909095,1.2569846017503047e-05,0.014912583431163931,1
1,0,47.449955,0.2602,1.72,3.61,0.0,551.0,6026.0,1.12,1.09,0.591,3.55,9.12251,81.61237,1198.25,0.805976,9.944105423867969e-06,0.01405065875044621,1
1,0,2.78815679,0.0392,0.9,0.666,0.0,1510.0,6126.0,1.18,1.13,0.312,3.09,12.70334,81.43624,852.204,1.14464,1.7696231930484926e-06,0.0069782538531975675,2
1,0,4.13827595,0.051,1.03,1.08,0.0,1324.0,6126.0,1.18,1.13,0.312,3.09,12.70334,81.43624,852.204,1.14464,2.869659231970528e-06,0.007986223854214993,2
1,0,1.63865306,0.0276,1.25,2.1,0.0,1610.0,5735.0,0.96,0.97,0.01,4.37,12.48383,78.57331,1385.7,0.693543,6.50028766462969e-06,0.011913106983178715,1
1,0,3.25427,0.045,1.61,3.22,0.0,1301.0,6077.0,1.29,1.15,0.251,0.88,16.51644,77.51619,583.859,1.68406,8.407038712921067e-06,0.011418851567876604,2
1,0,91.353282,0.414,1.8,3.89,0.0,428.0,6077.0,1.29,1.15,0.251,0.88,16.51644,77.51619,583.859,1.68406,1.0156329376789736e-05,0.012766417901973843,2
1,0,9.06689421,0.0771,1.62,3.26,0.0,725.0,5044.0,0.78,0.83,-0.578,4.57,16.7223,75.93397,752.237,1.30113,1.1793006111928862e-05,0.019002322031014908,1
1,0,2.03387914,0.0322,0.76,0.363,0.0,1789.0,5416.0,0.87,0.9,0.448,4.57,14.63665,80.85211,1493.64,0.640641,1.2110139098374391e-06,0.007992462395335347,1
1,0,5.19492202,0.064,2.14,5.22,0.0,1238.0,6060.0,1.15,1.11,0.372,3.31,10.9704,71.27274,2163.9,0.433661,1.4119929884635765e-05,0.017025590946951205,1
1,0,15.9314739,0.1143,2.01,4.7,0.0,596.0,5261.0,0.8,0.84,-0.37,4.57,12.88805,83.4802,962.183,1.01226,1.6799779740956213e-05,0.02298753123474165,1
1,0,28.2274184,0.1778,3.96,14.9,0.0,565.0,5925.0,1.07,1.05,0.022,3.63,7.79131,73.28745,1530.3,0.626845,4.260710096004213e-05,0.0338608355194409,1
1,0,11.62905828,0.0987,1.1,1.37,0.0,854.0,5892.0,1.12,1.05,0.135,5.01,10.10494,71.6601,572.403,0.8039933,3.91756565874213e-06,0.008985886410169088,1
1,0,20.0711504,0.1502,2.25,5.69,0.0,826.0,6010.0,1.15,1.1,0.271,3.24,16.8203,71.42953,1396.41,0.687467,1.5531185154714566e-05,0.017900738145158978,1
1,0,2.99793191,0.0425,0.89,0.64,0.0,1616.0,6170.0,1.35,1.21,0.579,2.57,19.05989,74.98391,535.048,1.84034,1.5881064865022085e-06,0.006031738433438752,1
1,0,0.76486493,0.0152,1.04,1.12,0.0,1733.0,5160.0,0.79,0.83,-0.422,4.79,16.57577,82.50635,694.89,1.4104,4.051584921889671e-06,0.012044603556461397,1
1,0,3.107675,0.039,0.69,0.257,0.0,968.0,4910.0,0.79,1.0,-0.446,12.39,10.44986,81.60929,301.183,3.29135,7.716460532931121e-07,0.007991131205729196,2
1,0,7.010606,0.067,1.41,2.57,0.0,738.0,4910.0,0.79,1.0,-0.446,12.39,10.44986,81.60929,301.183,3.29135,7.71646053293112e-06,0.01632970289866401,2
1,0,86.1150888,0.4001,2.82,8.35,0.0,441.0,5664.0,0.92,0.95,0.041,4.17,15.72302,73.57259,1660.48,0.573312,2.63905162604853e-05,0.028044489760749053,1
1,0,3.6146051,0.0461,0.83,0.498,0.0,1397.0,5880.0,1.27,1.06,0.383,6.31,14.53726,81.1662,755.678,1.29452,1.410614986197672e-06,0.0059794416656357785,1
1,0,13.1829642,0.1066,1.82,3.97,0.0,661.0,5196.0,0.8,0.84,-0.391,4.68,12.05195,79.31782,1167.49,0.830047,1.419045224927578e-05,0.020814580521009853,1
1,0,3.51576315,0.0426,1.23,2.04,0.0,1033.0,4951.0,0.75,0.8,-0.464,4.68,16.49202,72.63515,570.835,1.72319,7.656410256410255e-06,0.015004796507453256,1
1,0,0.63642408,0.0144,1.29,2.21,0.0,1846.0,5267.0,0.84,0.89,-0.297,4.17,18.31592,78.02145,1043.56,0.930226,7.455680399500625e-06,0.014050658750446211,1
1,0,1.49514952,0.0257,0.88,0.615,0.0,1870.0,6019.0,1.15,1.09,0.284,2.95,8.13334,78.47057,949.59,1.02457,1.6940789018500836e-06,0.007001177585662178,1
1,0,20.3505213,0.1431,1.0,0.972,0.0,695.0,5839.0,1.02,1.02,0.395,4.07,11.63523,72.80866,991.845,0.979545,2.86121905775885e-06,0.008969868787334561,1
1,0,42.5215895,0.2391,2.86,8.55,0.0,510.0,5796.0,1.01,1.01,0.042,4.37,9.55665,70.86873,1498.58,0.6402,2.5417320012544242e-05,0.0259078229964479,1
1,0,2.024152,0.032,1.99,4.62,0.0,1597.0,5790.0,1.27,0.99,0.107,8.2,12.48273,81.36992,548.686,1.79369,1.4011731188201776e-05,0.014336251704355664,3
1,0,4.761702,0.057,2.86,8.55,0.0,1201.0,5790.0,1.27,0.99,0.107,8.2,12.48273,81.36992,548.686,1.79369,2.5930801224918874e-05,0.020603859233395576,3
1,0,41.809118,0.242,2.16,5.31,0.0,582.0,5790.0,1.27,0.99,0.107,8.2,12.48273,81.36992,548.686,1.79369,1.6104392339686456e-05,0.015560956623823233,3
1,0,6.69960006,0.0671,1.28,2.18,0.0,806.0,5187.0,0.79,0.82,-0.232,4.9,9.14384,76.59871,1054.37,0.92243,7.982292854602755e-06,0.014824127454106335,1
1,0,6.9131112,0.0762,0.93,0.749,0.0,1209.0,6335.0,1.42,1.25,0.599,2.75,17.66824,79.03594,783.401,1.24785,1.7991062845651082e-06,0.005992125022299695,1
1,0,18.6051942,0.1499,2.02,4.74,0.0,833.0,6194.0,1.23,1.15,0.447,3.02,13.14677,80.86181,2465.84,0.375273,1.2375578726473867e-05,0.015025624105222872,1
1,0,29.6091744,0.1861,1.16,1.65,0.0,629.0,5838.0,1.07,1.02,0.271,5.25,11.44223,72.47789,661.421,1.2072182,4.857007659775826e-06,0.009918830606704909,1
1,0,14.4541302,0.1038,0.94,0.779,0.0,676.0,5718.0,0.95,0.97,0.398,4.07,10.06318,76.36694,863.873,1.12886,2.4112971860697755e-06,0.009052958098206713,1
1,0,14.2563227,0.1187,1.56,3.05,0.0,797.0,5831.0,1.02,1.02,0.035,4.07,14.41171,81.47085,1697.81,1.5304883,8.978105068070464e-06,0.013992995308241916,1
1,0,10.67607169,0.1059,1.64,3.33,0.0,1049.0,6184.0,1.36,1.28,0.944,2.04,11.53869,83.16548,1530.32,0.624761,7.811227375565611e-06,0.01103293860842151,1
1,0,4.48487493,0.055,1.29,2.21,0.0,1199.0,5902.0,1.07,1.05,0.138,4.17,18.59367,79.23022,1214.09,0.794899,6.319576719576719e-06,0.01103042369193908,1
1,0,16.007583,0.127,2.41,6.39,0.0,838.0,5848.0,1.36,1.06,0.294,5.62,11.20876,83.13776,809.467,1.2067,1.8100059762656876e-05,0.01621303783310722,2
1,0,27.082511,0.181,3.37,11.3,0.0,703.0,5848.0,1.36,1.06,0.294,5.62,11.20876,83.13776,809.467,1.2067,3.2007930409706216e-05,0.022671343359988105,2
1,0,2.46050993,0.0304,1.18,1.76,0.0,969.0,4796.0,0.72,0.77,-0.816,2.09,13.65714,74.96655,875.523,2.0695984,6.862888745241685e-06,0.014994630656160943,1
1,0,5.86601526,0.0648,1.47,2.76,0.0,1064.0,5806.0,1.03,1.03,0.243,4.27,14.53543,81.92215,1623.24,0.587191,8.045571029009063e-06,0.01305769054342664,1
1,0,23.9109011,0.1696,2.22,5.56,0.0,709.0,6031.0,1.13,1.09,0.449,3.47,12.85959,82.72414,2171.87,0.431246,1.5315575112660916e-05,0.01797466449738087,1
1,0,8.05333618,0.0894,1.11,1.41,0.0,1320.0,6291.0,2.04,1.47,0.862,2.57,13.47297,83.98627,775.529,1.26097,2.8799622413067785e-06,0.004978277176970682,1
1,0,4.45343281,0.0546,0.86,0.566,0.0,1331.0,6356.0,1.32,1.21,0.468,2.63,13.34793,76.86991,704.211,1.39134,1.4044816740003906e-06,0.005960885530492331,1
1,0,9.705716,0.0907,1.31,2.27,0.0,1001.0,5972.0,1.09,1.06,0.801,3.8,10.13498,80.66655,2530.62,0.366448,6.429911684073725e-06,0.010995907040033432,1
1,0,10.9295461,0.0951,1.37,2.45,0.0,770.0,5557.0,0.9,0.93,0.316,4.57,14.77573,81.19303,2101.69,0.443927,7.909848251404229e-06,0.013927216270468131,1
1,0,2.31942009,0.0346,0.94,0.779,0.0,1490.0,5530.0,0.96,0.97,0.123,5.37,12.80585,72.32643,1154.13,0.839323,2.4112971860697755e-06,0.008958656451350393,1
1,0,8.07392849,0.0594,1.46,2.73,0.0,420.0,3578.0,0.43,0.46,-1.544,4.07,15.38301,71.48765,225.393,4.40862,1.781926683716965e-05,0.031064950228136348,1
1,0,5.885273,0.066,1.33,2.33,0.0,1253.0,6075.0,1.24,1.15,0.282,0.94,18.68909,72.14748,384.917,2.56925,6.083354099722386e-06,0.009813325803950055,2
1,0,10.104665,0.094,1.35,2.39,0.0,1046.0,6075.0,1.24,1.15,0.282,0.94,18.68909,72.14748,384.917,2.56925,6.240006994994208e-06,0.00996089461303201,2
1,0,39.859484,0.2274,1.26,2.13,0.0,597.0,5698.0,0.96,0.98,0.377,4.47,18.35056,78.50148,1115.35,0.867838,6.525871887216424e-06,0.012008411839044145,1
1,0,39.4419839,0.2346,1.31,2.27,0.0,682.0,5802.0,1.0,1.0,0.325,3.89,10.91324,76.04549,1110.48,0.871935,6.81570638511815e-06,0.011985538673636442,1
1,0,81.4162941,0.4039,3.93,14.7,0.0,522.0,6394.0,1.44,1.34,0.651,1.7,14.94053,80.57101,608.68,1.61439,3.293802480808626e-05,0.02496987223674259,1
